"","Year","Species","Total_strandings","Richness","Total_events","Population","Storms","Max_K_index","Organisations","Max_SST","NAO_index"
"118",1917,"Delphinus delphis",3,11,23,38.52,0,7,1,15.14409004,-2.21
"119",1917,"Globicephala melas",0,11,23,38.52,0,7,1,15.14409004,-2.21
"120",1917,"Grampus griseus",1,11,23,38.52,0,7,1,15.14409004,-2.21
"121",1917,"Hyperoodon ampullatus",3,11,23,38.52,0,7,1,15.14409004,-2.21
"122",1917,"Kogia breviceps",0,11,23,38.52,0,7,1,15.14409004,-2.21
"123",1917,"Kogia sima",0,11,23,38.52,0,7,1,15.14409004,-2.21
"124",1917,"Lagenodelphis hosei",0,11,23,38.52,0,7,1,15.14409004,-2.21
"125",1917,"Lagenorhynchus acutus",1,11,23,38.52,0,7,1,15.14409004,-2.21
"126",1917,"Lagenorhynchus albirostris",2,11,23,38.52,0,7,1,15.14409004,-2.21
"127",1917,"Megaptera novaeangliae",0,11,23,38.52,0,7,1,15.14409004,-2.21
"128",1917,"Mesoplodon bidens",0,11,23,38.52,0,7,1,15.14409004,-2.21
"129",1917,"Mesoplodon densirostris",0,11,23,38.52,0,7,1,15.14409004,-2.21
"130",1917,"Mesoplodon europaeus",0,11,23,38.52,0,7,1,15.14409004,-2.21
"131",1917,"Mesoplodon mirus",1,11,23,38.52,0,7,1,15.14409004,-2.21
"132",1917,"Monodon monoceros",0,11,23,38.52,0,7,1,15.14409004,-2.21
"133",1917,"Orcinus orca",0,11,23,38.52,0,7,1,15.14409004,-2.21
"134",1917,"Peponocephala electra",0,11,23,38.52,0,7,1,15.14409004,-2.21
"135",1917,"Phocoena phocoena",5,11,23,38.52,0,7,1,15.14409004,-2.21
"136",1917,"Physeter macrocephalus",1,11,23,38.52,0,7,1,15.14409004,-2.21
"137",1917,"Pseudorca crassidens",0,11,23,38.52,0,7,1,15.14409004,-2.21
"138",1917,"Stenella coeruleoalba",0,11,23,38.52,0,7,1,15.14409004,-2.21
"139",1917,"Tursiops truncatus",4,11,23,38.52,0,7,1,15.14409004,-2.21
"140",1917,"Ziphius cavirostris",0,11,23,38.52,0,7,1,15.14409004,-2.21
"141",1918,"Balaenoptera acutorostrata",5,10,43,38.29,0,7,1,15.46603196,0.45
"142",1918,"Balaenoptera borealis",0,10,43,38.29,0,7,1,15.46603196,0.45
"143",1918,"Balaenoptera musculus",0,10,43,38.29,0,7,1,15.46603196,0.45
"144",1918,"Balaenoptera physalus",4,10,43,38.29,0,7,1,15.46603196,0.45
"145",1918,"Delphinapterus leucas",0,10,43,38.29,0,7,1,15.46603196,0.45
"146",1918,"Delphinus delphis",6,10,43,38.29,0,7,1,15.46603196,0.45
"147",1918,"Globicephala melas",4,10,43,38.29,0,7,1,15.46603196,0.45
"148",1918,"Grampus griseus",0,10,43,38.29,0,7,1,15.46603196,0.45
"149",1918,"Hyperoodon ampullatus",2,10,43,38.29,0,7,1,15.46603196,0.45
"150",1918,"Kogia breviceps",0,10,43,38.29,0,7,1,15.46603196,0.45
"151",1918,"Kogia sima",0,10,43,38.29,0,7,1,15.46603196,0.45
"152",1918,"Lagenodelphis hosei",0,10,43,38.29,0,7,1,15.46603196,0.45
"153",1918,"Lagenorhynchus acutus",1,10,43,38.29,0,7,1,15.46603196,0.45
"154",1918,"Lagenorhynchus albirostris",4,10,43,38.29,0,7,1,15.46603196,0.45
"155",1918,"Megaptera novaeangliae",0,10,43,38.29,0,7,1,15.46603196,0.45
"156",1918,"Mesoplodon bidens",0,10,43,38.29,0,7,1,15.46603196,0.45
"157",1918,"Mesoplodon densirostris",0,10,43,38.29,0,7,1,15.46603196,0.45
"158",1918,"Mesoplodon europaeus",0,10,43,38.29,0,7,1,15.46603196,0.45
"159",1918,"Mesoplodon mirus",0,10,43,38.29,0,7,1,15.46603196,0.45
"160",1918,"Monodon monoceros",0,10,43,38.29,0,7,1,15.46603196,0.45
"161",1918,"Orcinus orca",3,10,43,38.29,0,7,1,15.46603196,0.45
"162",1918,"Peponocephala electra",0,10,43,38.29,0,7,1,15.46603196,0.45
"163",1918,"Phocoena phocoena",4,10,43,38.29,0,7,1,15.46603196,0.45
"164",1918,"Physeter macrocephalus",0,10,43,38.29,0,7,1,15.46603196,0.45
"165",1918,"Pseudorca crassidens",0,10,43,38.29,0,7,1,15.46603196,0.45
"166",1918,"Stenella coeruleoalba",0,10,43,38.29,0,7,1,15.46603196,0.45
"167",1918,"Tursiops truncatus",11,10,43,38.29,0,7,1,15.46603196,0.45
"168",1918,"Ziphius cavirostris",0,10,43,38.29,0,7,1,15.46603196,0.45
"169",1919,"Balaenoptera acutorostrata",3,8,15,41.62,0,7,1,15.23139695,-0.47
"170",1919,"Balaenoptera borealis",0,8,15,41.62,0,7,1,15.23139695,-0.47
"171",1919,"Balaenoptera musculus",0,8,15,41.62,0,7,1,15.23139695,-0.47
"172",1919,"Balaenoptera physalus",1,8,15,41.62,0,7,1,15.23139695,-0.47
"173",1919,"Delphinapterus leucas",0,8,15,41.62,0,7,1,15.23139695,-0.47
"174",1919,"Delphinus delphis",1,8,15,41.62,0,7,1,15.23139695,-0.47
"175",1919,"Globicephala melas",0,8,15,41.62,0,7,1,15.23139695,-0.47
"176",1919,"Grampus griseus",1,8,15,41.62,0,7,1,15.23139695,-0.47
"177",1919,"Hyperoodon ampullatus",0,8,15,41.62,0,7,1,15.23139695,-0.47
"178",1919,"Kogia breviceps",0,8,15,41.62,0,7,1,15.23139695,-0.47
"179",1919,"Kogia sima",0,8,15,41.62,0,7,1,15.23139695,-0.47
"180",1919,"Lagenodelphis hosei",0,8,15,41.62,0,7,1,15.23139695,-0.47
"181",1919,"Lagenorhynchus acutus",2,8,15,41.62,0,7,1,15.23139695,-0.47
"182",1919,"Lagenorhynchus albirostris",2,8,15,41.62,0,7,1,15.23139695,-0.47
"183",1919,"Megaptera novaeangliae",0,8,15,41.62,0,7,1,15.23139695,-0.47
"184",1919,"Mesoplodon bidens",0,8,15,41.62,0,7,1,15.23139695,-0.47
"185",1919,"Mesoplodon densirostris",0,8,15,41.62,0,7,1,15.23139695,-0.47
"186",1919,"Mesoplodon europaeus",0,8,15,41.62,0,7,1,15.23139695,-0.47
"187",1919,"Mesoplodon mirus",0,8,15,41.62,0,7,1,15.23139695,-0.47
"188",1919,"Monodon monoceros",0,8,15,41.62,0,7,1,15.23139695,-0.47
"189",1919,"Orcinus orca",0,8,15,41.62,0,7,1,15.23139695,-0.47
"190",1919,"Peponocephala electra",0,8,15,41.62,0,7,1,15.23139695,-0.47
"191",1919,"Phocoena phocoena",5,8,15,41.62,0,7,1,15.23139695,-0.47
"192",1919,"Physeter macrocephalus",0,8,15,41.62,0,7,1,15.23139695,-0.47
"193",1919,"Pseudorca crassidens",0,8,15,41.62,0,7,1,15.23139695,-0.47
"194",1919,"Stenella coeruleoalba",0,8,15,41.62,0,7,1,15.23139695,-0.47
"195",1919,"Tursiops truncatus",0,8,15,41.62,0,7,1,15.23139695,-0.47
"196",1919,"Ziphius cavirostris",1,8,15,41.62,0,7,1,15.23139695,-0.47
"197",1920,"Balaenoptera acutorostrata",0,9,24,42.38,1,8,1,14.64098624,2.97
"198",1920,"Balaenoptera borealis",0,9,24,42.38,1,8,1,14.64098624,2.97
"199",1920,"Balaenoptera musculus",2,9,24,42.38,1,8,1,14.64098624,2.97
"200",1920,"Balaenoptera physalus",1,9,24,42.38,1,8,1,14.64098624,2.97
"201",1920,"Delphinapterus leucas",0,9,24,42.38,1,8,1,14.64098624,2.97
"202",1920,"Delphinus delphis",1,9,24,42.38,1,8,1,14.64098624,2.97
"203",1920,"Globicephala melas",1,9,24,42.38,1,8,1,14.64098624,2.97
"204",1920,"Grampus griseus",1,9,24,42.38,1,8,1,14.64098624,2.97
"205",1920,"Hyperoodon ampullatus",0,9,24,42.38,1,8,1,14.64098624,2.97
"206",1920,"Kogia breviceps",0,9,24,42.38,1,8,1,14.64098624,2.97
"207",1920,"Kogia sima",0,9,24,42.38,1,8,1,14.64098624,2.97
"208",1920,"Lagenodelphis hosei",0,9,24,42.38,1,8,1,14.64098624,2.97
"209",1920,"Lagenorhynchus acutus",0,9,24,42.38,1,8,1,14.64098624,2.97
"210",1920,"Lagenorhynchus albirostris",2,9,24,42.38,1,8,1,14.64098624,2.97
"211",1920,"Megaptera novaeangliae",0,9,24,42.38,1,8,1,14.64098624,2.97
"212",1920,"Mesoplodon bidens",0,9,24,42.38,1,8,1,14.64098624,2.97
"213",1920,"Mesoplodon densirostris",0,9,24,42.38,1,8,1,14.64098624,2.97
"214",1920,"Mesoplodon europaeus",0,9,24,42.38,1,8,1,14.64098624,2.97
"215",1920,"Mesoplodon mirus",0,9,24,42.38,1,8,1,14.64098624,2.97
"216",1920,"Monodon monoceros",0,9,24,42.38,1,8,1,14.64098624,2.97
"217",1920,"Orcinus orca",0,9,24,42.38,1,8,1,14.64098624,2.97
"218",1920,"Peponocephala electra",0,9,24,42.38,1,8,1,14.64098624,2.97
"219",1920,"Phocoena phocoena",10,9,24,42.38,1,8,1,14.64098624,2.97
"220",1920,"Physeter macrocephalus",0,9,24,42.38,1,8,1,14.64098624,2.97
"221",1920,"Pseudorca crassidens",0,9,24,42.38,1,8,1,14.64098624,2.97
"222",1920,"Stenella coeruleoalba",0,9,24,42.38,1,8,1,14.64098624,2.97
"223",1920,"Tursiops truncatus",3,9,24,42.38,1,8,1,14.64098624,2.97
"224",1920,"Ziphius cavirostris",3,9,24,42.38,1,8,1,14.64098624,2.97
"225",1921,"Balaenoptera acutorostrata",0,6,22,43.71,1,9,1,15.21853352,2.32
"226",1921,"Balaenoptera borealis",0,6,22,43.71,1,9,1,15.21853352,2.32
"227",1921,"Balaenoptera musculus",0,6,22,43.71,1,9,1,15.21853352,2.32
"228",1921,"Balaenoptera physalus",4,6,22,43.71,1,9,1,15.21853352,2.32
"229",1921,"Delphinapterus leucas",0,6,22,43.71,1,9,1,15.21853352,2.32
"230",1921,"Delphinus delphis",7,6,22,43.71,1,9,1,15.21853352,2.32
"231",1921,"Globicephala melas",0,6,22,43.71,1,9,1,15.21853352,2.32
"232",1921,"Grampus griseus",1,6,22,43.71,1,9,1,15.21853352,2.32
"233",1921,"Hyperoodon ampullatus",0,6,22,43.71,1,9,1,15.21853352,2.32
"234",1921,"Kogia breviceps",0,6,22,43.71,1,9,1,15.21853352,2.32
"235",1921,"Kogia sima",0,6,22,43.71,1,9,1,15.21853352,2.32
"236",1921,"Lagenodelphis hosei",0,6,22,43.71,1,9,1,15.21853352,2.32
"237",1921,"Lagenorhynchus acutus",0,6,22,43.71,1,9,1,15.21853352,2.32
"238",1921,"Lagenorhynchus albirostris",1,6,22,43.71,1,9,1,15.21853352,2.32
"239",1921,"Megaptera novaeangliae",0,6,22,43.71,1,9,1,15.21853352,2.32
"240",1921,"Mesoplodon bidens",0,6,22,43.71,1,9,1,15.21853352,2.32
"241",1921,"Mesoplodon densirostris",0,6,22,43.71,1,9,1,15.21853352,2.32
"242",1921,"Mesoplodon europaeus",0,6,22,43.71,1,9,1,15.21853352,2.32
"243",1921,"Mesoplodon mirus",0,6,22,43.71,1,9,1,15.21853352,2.32
"244",1921,"Monodon monoceros",0,6,22,43.71,1,9,1,15.21853352,2.32
"245",1921,"Orcinus orca",0,6,22,43.71,1,9,1,15.21853352,2.32
"246",1921,"Peponocephala electra",0,6,22,43.71,1,9,1,15.21853352,2.32
"247",1921,"Phocoena phocoena",8,6,22,43.71,1,9,1,15.21853352,2.32
"248",1921,"Physeter macrocephalus",0,6,22,43.71,1,9,1,15.21853352,2.32
"249",1921,"Pseudorca crassidens",0,6,22,43.71,1,9,1,15.21853352,2.32
"250",1921,"Stenella coeruleoalba",0,6,22,43.71,1,9,1,15.21853352,2.32
"251",1921,"Tursiops truncatus",1,6,22,43.71,1,9,1,15.21853352,2.32
"252",1921,"Ziphius cavirostris",0,6,22,43.71,1,9,1,15.21853352,2.32
"253",1922,"Balaenoptera acutorostrata",1,7,18,44.33,0,6,1,14.28387839,2.21
"254",1922,"Balaenoptera borealis",0,7,18,44.33,0,6,1,14.28387839,2.21
"255",1922,"Balaenoptera musculus",0,7,18,44.33,0,6,1,14.28387839,2.21
"256",1922,"Balaenoptera physalus",2,7,18,44.33,0,6,1,14.28387839,2.21
"257",1922,"Delphinapterus leucas",0,7,18,44.33,0,6,1,14.28387839,2.21
"258",1922,"Delphinus delphis",3,7,18,44.33,0,6,1,14.28387839,2.21
"259",1922,"Globicephala melas",0,7,18,44.33,0,6,1,14.28387839,2.21
"260",1922,"Grampus griseus",1,7,18,44.33,0,6,1,14.28387839,2.21
"261",1922,"Hyperoodon ampullatus",1,7,18,44.33,0,6,1,14.28387839,2.21
"262",1922,"Kogia breviceps",0,7,18,44.33,0,6,1,14.28387839,2.21
"263",1922,"Kogia sima",0,7,18,44.33,0,6,1,14.28387839,2.21
"264",1922,"Lagenodelphis hosei",0,7,18,44.33,0,6,1,14.28387839,2.21
"265",1922,"Lagenorhynchus acutus",0,7,18,44.33,0,6,1,14.28387839,2.21
"266",1922,"Lagenorhynchus albirostris",3,7,18,44.33,0,6,1,14.28387839,2.21
"267",1922,"Megaptera novaeangliae",0,7,18,44.33,0,6,1,14.28387839,2.21
"268",1922,"Mesoplodon bidens",0,7,18,44.33,0,6,1,14.28387839,2.21
"269",1922,"Mesoplodon densirostris",0,7,18,44.33,0,6,1,14.28387839,2.21
"270",1922,"Mesoplodon europaeus",0,7,18,44.33,0,6,1,14.28387839,2.21
"271",1922,"Mesoplodon mirus",0,7,18,44.33,0,6,1,14.28387839,2.21
"272",1922,"Monodon monoceros",0,7,18,44.33,0,6,1,14.28387839,2.21
"273",1922,"Orcinus orca",0,7,18,44.33,0,6,1,14.28387839,2.21
"274",1922,"Peponocephala electra",0,7,18,44.33,0,6,1,14.28387839,2.21
"275",1922,"Phocoena phocoena",9,7,18,44.33,0,6,1,14.28387839,2.21
"276",1922,"Physeter macrocephalus",0,7,18,44.33,0,6,1,14.28387839,2.21
"277",1922,"Pseudorca crassidens",0,7,18,44.33,0,6,1,14.28387839,2.21
"278",1922,"Stenella coeruleoalba",0,7,18,44.33,0,6,1,14.28387839,2.21
"279",1922,"Tursiops truncatus",0,7,18,44.33,0,6,1,14.28387839,2.21
"280",1922,"Ziphius cavirostris",0,7,18,44.33,0,6,1,14.28387839,2.21
"281",1923,"Balaenoptera acutorostrata",0,9,15,44.56,0,6,1,14.56817082,2.43
"282",1923,"Balaenoptera borealis",0,9,15,44.56,0,6,1,14.56817082,2.43
"283",1923,"Balaenoptera musculus",1,9,15,44.56,0,6,1,14.56817082,2.43
"284",1923,"Balaenoptera physalus",2,9,15,44.56,0,6,1,14.56817082,2.43
"285",1923,"Delphinapterus leucas",0,9,15,44.56,0,6,1,14.56817082,2.43
"286",1923,"Delphinus delphis",1,9,15,44.56,0,6,1,14.56817082,2.43
"287",1923,"Globicephala melas",0,9,15,44.56,0,6,1,14.56817082,2.43
"288",1923,"Grampus griseus",1,9,15,44.56,0,6,1,14.56817082,2.43
"289",1923,"Hyperoodon ampullatus",2,9,15,44.56,0,6,1,14.56817082,2.43
"290",1923,"Kogia breviceps",0,9,15,44.56,0,6,1,14.56817082,2.43
"291",1923,"Kogia sima",0,9,15,44.56,0,6,1,14.56817082,2.43
"292",1923,"Lagenodelphis hosei",0,9,15,44.56,0,6,1,14.56817082,2.43
"293",1923,"Lagenorhynchus acutus",0,9,15,44.56,0,6,1,14.56817082,2.43
"294",1923,"Lagenorhynchus albirostris",2,9,15,44.56,0,6,1,14.56817082,2.43
"295",1923,"Megaptera novaeangliae",0,9,15,44.56,0,6,1,14.56817082,2.43
"296",1923,"Mesoplodon bidens",1,9,15,44.56,0,6,1,14.56817082,2.43
"297",1923,"Mesoplodon densirostris",0,9,15,44.56,0,6,1,14.56817082,2.43
"298",1923,"Mesoplodon europaeus",0,9,15,44.56,0,6,1,14.56817082,2.43
"299",1923,"Mesoplodon mirus",0,9,15,44.56,0,6,1,14.56817082,2.43
"300",1923,"Monodon monoceros",0,9,15,44.56,0,6,1,14.56817082,2.43
"301",1923,"Orcinus orca",0,9,15,44.56,0,6,1,14.56817082,2.43
"302",1923,"Peponocephala electra",0,9,15,44.56,0,6,1,14.56817082,2.43
"303",1923,"Phocoena phocoena",4,9,15,44.56,0,6,1,14.56817082,2.43
"304",1923,"Physeter macrocephalus",0,9,15,44.56,0,6,1,14.56817082,2.43
"305",1923,"Pseudorca crassidens",0,9,15,44.56,0,6,1,14.56817082,2.43
"306",1923,"Stenella coeruleoalba",1,9,15,44.56,0,6,1,14.56817082,2.43
"307",1923,"Tursiops truncatus",0,9,15,44.56,0,6,1,14.56817082,2.43
"308",1923,"Ziphius cavirostris",0,9,15,44.56,0,6,1,14.56817082,2.43
"309",1924,"Balaenoptera acutorostrata",2,9,28,44.89,0,6,1,14.87597833,-0.02
"310",1924,"Balaenoptera borealis",0,9,28,44.89,0,6,1,14.87597833,-0.02
"311",1924,"Balaenoptera musculus",0,9,28,44.89,0,6,1,14.87597833,-0.02
"312",1924,"Balaenoptera physalus",2,9,28,44.89,0,6,1,14.87597833,-0.02
"313",1924,"Delphinapterus leucas",0,9,28,44.89,0,6,1,14.87597833,-0.02
"314",1924,"Delphinus delphis",2,9,28,44.89,0,6,1,14.87597833,-0.02
